,Name,Search_name,Exclude_entries
3372,Papas Pizzeria,papas pizzeria,
3373,Syds Chicken and Pizza,syds chicken and pizza,
3374,TFC Pizza,tfc pizza,
3375,Parkside Cafe,parkside cafe,
3376,Parkhills Star,parkhills star,
3377,Iceburg,iceburg,
3378,The Alchemist,the alchemist,
3379,Parkfield Chippy,parkfield chippy,
3380,Chaophraya Thai Dining,chaophraya thai dining,
3381,Chao Chao Takeaways,chao chao takeaways,
3382,Pitstop,pitstop,
3383,The Arc,the arc,
3384,Changs Chinese Takeaway,changs chinese takeaway,
3385,Haweli Restaurant,haweli restaurant,
3386,Co-op - Battersea,co-op - battersea,
3387,Chandni Cottage,chandni cottage,
3388,Haweli Of Barnes,haweli of barnes,
3389,Chandni Chowk,chandni chowk,
3390,Haweli,haweli,
3391,Piwnica,piwnica,
3392,Pix Pizza,pix pizza,
3393,Chan's,chan's,
3394,Parama Pizzeria,parama pizzeria,
3395,Pixxa,pixxa,
3396,Champions Pizza,champions pizza,
3397,Chapter,chapter,
3398,The Akash,the akash,
3399,Cluckingham Palace,cluckingham palace,
3400,Pisces Fish and Chips,pisces fish and chips,
3401,Piri King,piri king,
3402,TLC Snacks,tlc snacks,
3403,Piri Land,piri land,
3404,Piri Piri,piri piri,
3405,Charcoal and Earth,charcoal and earth,
3406,That Pizza Place,that pizza place,
3407,Charcoal Restaurant,charcoal restaurant,
3408,Charcoal Pizza,charcoal pizza,
3409,Pars Pizza and Kebab Dudley,pars pizza and kebab dudley,
3410,TJ's Burgers,tj's burgers,
3411,Ice Cream Sundae Maniac,ice cream sundae maniac,
3412,Pirlo's Dessert Lounge,pirlo's dessert lounge,
3413,Parma Wood Oven Pizza,parma wood oven pizza,
3414,Pisces Fish & Chips,pisces fish & chips,
3415,Charcoal Express,charcoal express,
3416,The 8 Burger,the 8 burger,
3417,Pisces Fish Bar,pisces fish bar,
3418,Pisces Fish Kitchen,pisces fish kitchen,
3419,Ice Rink Fish Bar,ice rink fish bar,
3420,THEO's,theo's,
3421,Charco's,charco's,
3422,Champions,champions,
3423,The Avenue Chippy,the avenue chippy,
3424,The Bay Leaf,the bay leaf,
3425,Pizza 2000,pizza 2000,
3426,Pizza & More,pizza & more,
3427,T and C Kitchen,t and c kitchen,
3428,T G F Pizza Co,t g f pizza co,
3429,Pizza 123,pizza 123,
3430,Hatfield Tandoori,hatfield tandoori,
3431,Chai Thali,chai thali,
3432,The Balti,the balti,
3433,Chai Street,chai street,
3434,The Balti House,the balti house,
3435,Hasty Tasty Peri Peri,hasty tasty peri peri,
3436,Papino Italian Street Food,papino italian street food,
3437,Haveli,haveli,
3438,The Banyan Tree,the banyan tree,
3439,Syriana,syriana,
3440,Chai,chai,
3441,Chadni Express,chadni express,
3442,Pizza 45,pizza 45,
3443,Paper Baker,paper baker,
3444,The Barrel Boulangerie,the barrel boulangerie,
3445,Hashtag Burgers,hashtag burgers,
3446,Chaat Mahal,chaat mahal,
3447,Papasito,papasito,
3448,ChaiBoba,chaiboba,
3449,T-Bone Burger,t-bone burger,
3450,Paprika Indian Restaurant,paprika indian restaurant,
3451,The Bake One,the bake one,
3452,Havant Tandoori,havant tandoori,
3453,Chambers Restaurant,chambers restaurant,
3454,TAPIYOKA,tapiyoka,
3455,Havant Fish Bar,havant fish bar,
3456,Paradise Kebab House,paradise kebab house,
3457,Chalk Farm Grill,chalk farm grill,
3458,The BBQ Society,the bbq society,
3459,Pizza & Chicken 2 Go,pizza & chicken 2 go,
3460,Paradise Fish Bar,paradise fish bar,
3461,Parade Fish Bar,parade fish bar,
3462,T4- Bubble Tea,t4- bubble tea,
3463,Haus of Wings,haus of wings,
3464,T4 - Bubble Tea,t4 - bubble tea,
3465,T4,t4,
3466,The Bake Box 2,the bake box 2,
3467,Pizza & Curries Plaza,pizza & curries plaza,
3468,Chaii Wali,chaii wali,
3469,Chaii Walay,chaii walay,
3470,Paprika Lounge,paprika lounge,
3471,Pizza & Grill,pizza & grill,
3472,Chaii Room,chaii room,
3473,Sweet Dreams Express Desserts,sweet dreams express desserts,
3474,Panini Shack,panini shack,
3475,The Brow Pizza,the brow pizza,
3476,Hanedan Restaurant,hanedan restaurant,
3477,Indelicious,indelicious,
3478,Hank's Dirty,hank's dirty,
3479,Candy Crunch,candy crunch,
3480,The Coffee Room,the coffee room,
3481,Candy,candy,
3482,Candeee Box,candeee box,
3483,Sushi Handroll,sushi handroll,
3484,India Gate,india gate,
3485,India India,india india,
3486,Pizza Island,pizza island,
3487,India Red,india red,
3488,Cocktails & Chill,cocktails & chill,
3489,The Convenience Store,the convenience store,
3490,Sushi Garden,sushi garden,
3491,Indian Bonsai,indian bonsai,
3492,Sushi Essence,sushi essence,
3493,The Cottage,the cottage,
3494,Indian Butterfly,indian butterfly,
3495,Sushi Delight,sushi delight,
3496,The Courtyard,the courtyard,
3497,Pizza Junction & Grill,pizza junction & grill,
3498,Camberwell Grill,camberwell grill,
3499,The Coffee Corner,the coffee corner,
3500,Sushi King,sushi king,
3501,Sushi Kingdom,sushi kingdom,
3502,PROOVegan,proovegan,
3503,The Clove,the clove,
3504,Canton Chinese Takeaway,canton chinese takeaway,
3505,Impresso Cafe,impresso cafe,
3506,Canto Gelato,canto gelato,
3507,Imran Balti Hut,imran balti hut,
3508,Sushi Moka,sushi moka,
3509,The Coach and Horses,the coach and horses,
3510,Imran Takeaway,imran takeaway,
3511,The Cob Shop,the cob shop,
3512,Imran's Diner,imran's diner,
3513,Pablo Fishbar,pablo fishbar,
3514,In House Pizza & Grill,in house pizza & grill,
3515,Sushi Marvel,sushi marvel,
3516,Paajis,paajis,
3517,In-Door BBQ,in-door bbq,
3518,The Cod's Scallops,the cod's scallops,
3519,Sushi London,sushi london,
3520,Hannah Pizza,hannah pizza,
3521,PST Perfect Chicken,pst perfect chicken,
3522,Incredible Dakshin,incredible dakshin,
3523,Candy Shell,candy shell,
3524,Indian Dhabawala,indian dhabawala,
3525,The Cream Hut,the cream hut,
3526,Canton Element 广东元素,canton element 广东元素,
3527,Pizza Lodge,pizza lodge,
3528,Pizza La Vita,pizza la vita,
3529,The Curry Centre,the curry centre,
3530,Calcutta Street Kitchen,calcutta street kitchen,
3531,Coco di Mama Kitchen,coco di mama kitchen,
3532,Pizza Lavita,pizza lavita,
3533,Calabash,calabash,
3534,The Curry Leaf,the curry leaf,
3535,Pizza Line,pizza line,
3536,Indian Palace,indian palace,
3537,Indian Peri Peri,indian peri peri,
3538,Cakes and Bakes,cakes and bakes,
3539,Cam Spice,cam spice,
3540,Indian Railway,indian railway,
3541,Indian Rasoi,indian rasoi,
3542,Indian Room,indian room,
3543,Indian Rooster,indian rooster,
3544,Surma Tandoori,surma tandoori,
3545,The Dark Kitchen,the dark kitchen,
3546,Coco's Cafe,coco's cafe,
3547,Coco's Dessert Factory,coco's dessert factory,
3548,PANC,panc,
3549,Cake and Custard Factory,cake and custard factory,
3550,Caldo Pizza,caldo pizza,
3551,Coco di Mama - Breakfast,coco di mama - breakfast,
3552,Caledonia Chicken & Ribs,caledonia chicken & ribs,
3553,Coco di Mama (Breakfast),coco di mama (breakfast),
3554,The Crepe & Waffle House,the crepe & waffle house,
3555,Hamza's,hamza's,
3556,Pizza Kings,pizza kings,
3557,Pizza Kingz,pizza kingz,
3558,The Cross Keys,the cross keys,
3559,Pizza Kitchen,pizza kitchen,
3560,Coco Desserts,coco desserts,
3561,Indian Flavours,indian flavours,
3562,Pizza Klub,pizza klub,
3563,Cally Munchy,cally munchy,
3564,The Crown Inn,the crown inn,
3565,PITTABUN,pittabun,
3566,Pizza Knight,pizza knight,
3567,Coco Gelato,coco gelato,
3568,Sushi 4 U,sushi 4 u,
3569,Cali's,cali's,
3570,PICNIC,picnic,
3571,The Crust,the crust,
3572,Sushi & Thai,sushi & thai,
3573,Sushi & Poke' Co,sushi & poke' co,
3574,Indian Kitchen Takeaway,indian kitchen takeaway,
3575,Paccinos,paccinos,
3576,Sushi Nara,sushi nara,
3577,Harlem Shakes,harlem shakes,
3578,Happy Shop,happy shop,
3579,Carluccio's Breakfast,carluccio's breakfast,
3580,Harappa Urban Indian Cuisine,harappa urban indian cuisine,
3581,Panahar,panahar,
3582,The Cafe Grill,the cafe grill,
3583,Ichiba,ichiba,
3584,Carlton Cafe,carlton cafe,
3585,Swan,swan,
3586,The Cake Solution,the cake solution,
3587,Carla's Cafe,carla's cafe,
3588,Ideal Fish Bar,ideal fish bar,
3589,The Canadian Charcoal Pit,the canadian charcoal pit,
3590,Happy Inn,happy inn,
3591,Happy Samurai,happy samurai,
3592,Caribbean Spice,caribbean spice,
3593,The Canteen,the canteen,
3594,Caribbean Kitchen,caribbean kitchen,
3595,Co-op - St Annes,co-op - st annes,
3596,Palmyra,palmyra,
3597,The Cardamom Club,the cardamom club,
3598,Caribbean Fusion,caribbean fusion,
3599,Caribbean Flavaz,caribbean flavaz,
3600,Caribbean Cookout,caribbean cookout,
3601,Carluccio's Pizzeria & Deli Counter,carluccio's pizzeria & deli counter,
3602,Panas Gurkha Restaurant,panas gurkha restaurant,
3603,Sweeeeeetz,sweeeeeetz,
3604,Sweet,sweet,
3605,The Brunch Bar,the brunch bar,
3606,Casa Mexica,casa mexica,
3607,Casa Italiana,casa italiana,
3608,Pizza Freak,pizza freak,
3609,The Bull,the bull,
3610,Casa De Burrito 🌯,casa de burrito 🌯,
3611,Sweet Centre Breakfast,sweet centre breakfast,
3612,Casa Bucovineana,casa bucovineana,
3613,Pizza Giardino,pizza giardino,
3614,Casa Bella,casa bella,
3615,Sweet Box,sweet box,
3616,Panda Mama Chinese,panda mama chinese,
3617,Panda Kitchen,panda kitchen,
3618,Carters Dessert Diner,carters dessert diner,
3619,Sweet Bakes,sweet bakes,
3620,Panda Chinese Takeaway,panda chinese takeaway,
3621,The Burger Shop Co.,the burger shop co.,
3622,Carriages,carriages,
3623,The Burger Yardz,the burger yardz,
3624,The Burrito,the burrito,
3625,Carolina Chicken,carolina chicken,
3626,The Caspian,the caspian,
3627,Happy House - Best Chinese Food In Bedford,happy house - best chinese food in bedford,
3628,Hanoi Pho,hanoi pho,
3629,Imperial Chinese Takeaway,imperial chinese takeaway,
3630,Happy Chef,happy chef,
3631,Imli,imli,
3632,Happiness Inn,happiness inn,
3633,Imm Thai Fusion,imm thai fusion,
3634,Capri,capri,
3635,Padrino's,padrino's,
3636,Sushi Saito,sushi saito,
3637,Imperial Chef,imperial chef,
3638,Capital Kebab,capital kebab,
3639,Capital Cafe,capital cafe,
3640,Imperial Desserts,imperial desserts,
3641,Happy Home,happy home,
3642,Pad Thai Story,pad thai story,
3643,Imperial Dragon,imperial dragon,
3644,The Cinnamon Tree,the cinnamon tree,
3645,Sushi Passion,sushi passion,
3646,Paco's,paco's,
3647,Imperial Kitchen,imperial kitchen,
3648,Pacinos,pacinos,
3649,The Clay Pit,the clay pit,
3650,Sushi Now,sushi now,
3651,Canton House,canton house,
3652,Illuminati Restaurant & Bar,illuminati restaurant & bar,
3653,Happy Chinese Takeaway,happy chinese takeaway,
3654,Happy Days,happy days,
3655,Il Vesuvio,il vesuvio,
3656,Happy Hill Chinese Takeaway,happy hill chinese takeaway,
3657,Happy Garden Chinese Takeaway,happy garden chinese takeaway,
3658,Cardomon Spice,cardomon spice,
3659,Palki,palki,
3660,The Cedar,the cedar,
3661,Cardamom Lounge,cardamom lounge,
3662,The Cedars,the cedars,
3663,Pizza Home,pizza home,
3664,The Chai Guys,the chai guys,
3665,Il Gusto,il gusto,
3666,Cardamom,cardamom,
3667,Sushi54,sushi54,
3668,Il Palazzo,il palazzo,
3669,Palace Spice,palace spice,
3670,Happy Dragon,happy dragon,
3671,Caramba Steakhouse,caramba steakhouse,
3672,Il Piccolinos,il piccolinos,
3673,Il Piccolo Diavolo,il piccolo diavolo,
3674,The Chef,the chef,
3675,Sushi and Noodles,sushi and noodles,
3676,Palace Fish Bar,palace fish bar,
3677,Health Station,health station,
3678,Ice Cream Emporium,ice cream emporium,
3679,Clout Kitchen,clout kitchen,
3680,Philglas & Swiggot Wine,philglas & swiggot wine,
3681,Peri Chicken Grill,peri chicken grill,
3682,Chopstick,chopstick,
3683,Tarantino,tarantino,
3684,Tataki House,tataki house,
3685,Phewa Nepalese Dining,phewa nepalese dining,
3686,Perfic Plaice,perfic plaice,
3687,Hong Kong Takeaway,hong kong takeaway,
3688,Tara Thai Restaurant,tara thai restaurant,
3689,Taverna,taverna,
3690,Hill Side Cafe,hill side cafe,
3691,Tawa Restaurant,tawa restaurant,
3692,ChowOut,chowout,
3693,Philippe Conticini,philippe conticini,
3694,Tapori,tapori,
3695,Perfect Pizza Express,perfect pizza express,
3696,Taplins Butchers,taplins butchers,
3697,Perfect Peri Peri,perfect peri peri,
3698,Tayeba Grill,tayeba grill,
3699,Hooked Fish and Grill,hooked fish and grill,
3700,Perfect Kebab House,perfect kebab house,
3701,Chickenoz Peri Peri,chickenoz peri peri,
3702,Tapas Mallorca,tapas mallorca,
3703,Chico's The Legend,chico's the legend,
3704,Chicoland,chicoland,
3705,Peri Fusion,peri fusion,
3706,Peri Grill,peri grill,
3707,Peri Peri Cottage,peri peri cottage,
3708,Peri Peri Corner,peri peri corner,
3709,Peri Peri Chicken Shaq,peri peri chicken shaq,
3710,Honest Bite Breakfast Burrito,honest bite breakfast burrito,
3711,Tarnya's Homemade,tarnya's homemade,
3712,Peri Peri Chicken Hut,peri peri chicken hut,
3713,Tasty Takeaway,tasty takeaway,
3714,Tariqs,tariqs,
3715,Chikoo's,chikoo's,
3716,Tasty Trio,tasty trio,
3717,Chikini - Korean Fried Chicken,chikini - korean fried chicken,
3718,Chik-Inn,chik-inn,
3719,Chik N Vibes,chik n vibes,
3720,Peri Peri & Pizza,peri peri & pizza,
3721,Peri Peri,peri peri,
3722,Tasty chicken,tasty chicken,
3723,Chop and Dooz,chop and dooz,
3724,Peri Licious,peri licious,
3725,Chop'd,chop'd,
3726,Chico’s,chico’s,
3727,Hong Kong Chinese Takeaway,hong kong chinese takeaway,
3728,Perfect Charcoal Grill,perfect charcoal grill,
3729,Tap & Tandoor,tap & tandoor,
3730,Tasty Palace,tasty palace,
3731,Chicken Hot,chicken hot,
3732,Chuck and Blade Breakfast,chuck and blade breakfast,
3733,Chuck and Blade Burgers,chuck and blade burgers,
3734,Chicken King - The Flavour Factory,chicken king - the flavour factory,
3735,Pepinos Pizza,pepinos pizza,
3736,Hot Dog Corner,hot dog corner,
3737,Pepino's Pizza,pepino's pizza,
3738,Hot Dog King & Waffles,hot dog king & waffles,
3739,Pepi's,pepi's,
3740,Temple Kiosk,temple kiosk,
3741,Chicken Hub,chicken hub,
3742,Temple of Boba,temple of boba,
3743,Perfect Blend,perfect blend,
3744,Temple of Seitan,temple of seitan,
3745,Temple of Seitan Vegan,temple of seitan vegan,
3746,Pepes Piri Piri,pepes piri piri,
3747,Tanfield Chippy,tanfield chippy,
3748,Pepenero,pepenero,
3749,Hot House Pizza,hot house pizza,
3750,Hot Kurry,hot kurry,
3751,Hot Kurry Indian Dhaba,hot kurry indian dhaba,
3752,Hide Burger Bar,hide burger bar,
3753,Tandoori Parlour,tandoori parlour,
3754,Chubun,chubun,
3755,Pepper Pizza,pepper pizza,
3756,Tegtat,tegtat,
3757,Teesside's Kitchen,teesside's kitchen,
3758,Chicken Xpress,chicken xpress,
3759,Chicken World Peri Peri,chicken world peri peri,
3760,Hornsey Chicken & Pizza,hornsey chicken & pizza,
3761,Peppino's Pizza,peppino's pizza,
3762,Highfield Chippy,highfield chippy,
3763,Peppino,peppino,
3764,Chris's Fish Bar,chris's fish bar,
3765,Chicken Time,chicken time,
3766,Chicken Star,chicken star,
3767,Christy's,christy's,
3768,Tangs Chinese Takeaway,tangs chinese takeaway,
3769,Peppers City Takeout,peppers city takeout,
3770,Chicken Ranch,chicken ranch,
3771,Chicken Plus Peri Peri,chicken plus peri peri,
3772,Chu Chin Chow,chu chin chow,
3773,Hot Chick N Wings,hot chick n wings,
3774,Tango Ice Blast 24/7 - BP Moortown,tango ice blast 24/7 - bp moortown,
3775,Chicken N Shakes,chicken n shakes,
3776,Chicken Mozambique,chicken mozambique,
3777,High Street Pizza,high street pizza,
3778,Tango Ice Blast 24/7 - BP Gledhow,tango ice blast 24/7 - bp gledhow,
3779,Peri Peri Delight,peri peri delight,
3780,Chilli Banana,chilli banana,
3781,Tennessee Chicken,tennessee chicken,
3782,China Royal,china royal,
3783,Taste of Persia,taste of persia,
3784,China Xpress,china xpress,
3785,China World,china world,
3786,Hiro Sushi Ma-Ki,hiro sushi ma-ki,
3787,China Village,china village,
3788,China Valley,china valley,
3789,Taste Of Italy,taste of italy,
3790,Chiqizza,chiqizza,
3791,China Taste,china taste,
3792,China Spice,china spice,
3793,Peter Pizzeria,peter pizzeria,
3794,Tasters,tasters,
3795,Peri-fection - OL4,peri-fection - ol4,
3796,Taste of Transilvania,taste of transilvania,
3797,Peri-fection - OL2,peri-fection - ol2,
3798,Peri-fection - OL16,peri-fection - ol16,
3799,China Moon,china moon,
3800,China Magic,china magic,
3801,Peri-fection - M3,peri-fection - m3,
3802,China Gourmet,china gourmet,
3803,Peri-fection - E7,peri-fection - e7,
3804,Peri-fection - E14,peri-fection - e14,
3805,Hisar Meze Bar,hisar meze bar,
3806,Chinese Chef,chinese chef,
3807,Chinese Dinner,chinese dinner,
3808,Taste Peru,taste peru,
3809,Chini Chor,chini chor,
3810,Taste of Bombay,taste of bombay,
3811,Ho Ho,ho ho,
3812,Chip N Whale,chip n whale,
3813,Taste of Cyprus,taste of cyprus,
3814,Persia,persia,
3815,Taste of Asia,taste of asia,
3816,Hoang Lan,hoang lan,
3817,Hoba Kebab,hoba kebab,
3818,Taste of Afghanistan,taste of afghanistan,
3819,Taste of Afghan,taste of afghan,
3820,Ho Chi Pan Asia,ho chi pan asia,
3821,Chinese Now,chinese now,
3822,Persian Tasty Grill,persian tasty grill,
3823,Perky Blenders,perky blenders,
3824,Hither Grill,hither grill,
3825,Taste Time,taste time,
3826,Taste of Kashmir,taste of kashmir,
3827,Chinese Garden,chinese garden,
3828,Chippy Fish Bar,chippy fish bar,
3829,Chinese Flame,chinese flame,
3830,Peri-fection - BL3,peri-fection - bl3,
3831,Taste Master,taste master,
3832,Hillview Food & Wine,hillview food & wine,
3833,Chilli Green,chilli green,
3834,Holywell Pizza,holywell pizza,
3835,Himalayan Dumpling,himalayan dumpling,
3836,Tasty Greek Souvlaki,tasty greek souvlaki,
3837,Chilli Masters,chilli masters,
3838,Chocstop Dessert Cafe,chocstop dessert cafe,
3839,Phanthong Thai,phanthong thai,
3840,Chilli Lounge,chilli lounge,
3841,Himalaya Restaurant,himalaya restaurant,
3842,Tartine Artisanal,tartine artisanal,
3843,Chilli Grill,chilli grill,
3844,Home Grill,home grill,
3845,Holmesdale Fish Bar,holmesdale fish bar,
3846,Chilli Flames - Leicester,chilli flames - leicester,
3847,Peri Peri Hermanos,peri peri hermanos,
3848,Himalaya,himalaya,
3849,Home Pizza,home pizza,
3850,Choices Takeaway,choices takeaway,
3851,Phat Buns Breakfast,phat buns breakfast,
3852,Tasty Kitchen,tasty kitchen,
3853,Phat Burgers,phat burgers,
3854,Home Taste,home taste,
3855,Peri Peri Flames,peri peri flames,
3856,Tas Food & Wine,tas food & wine,
3857,Tasty Food Express,tasty food express,
3858,Chocoberry,chocoberry,
3859,Chilli Tree,chilli tree,
3860,Tasties Cafe,tasties cafe,
3861,China Cottage,china cottage,
3862,China Cook,china cook,
3863,Holy Bagels,holy bagels,
3864,Peri Village,peri village,
3865,Hing Oriental,hing oriental,
3866,China Capital,china capital,
3867,China Bowl,china bowl,
3868,Tasty Bite,tasty bite,
3869,Chin Chin,chin chin,
3870,Peri Pizza,peri pizza,
3871,Taste Buzz,taste buzz,
3872,Taste Buds,taste buds,
3873,Peri Peri World,peri peri world,
3874,Chillies Takeaway,chillies takeaway,
3875,Tasty Chinese Take Away,tasty chinese take away,
3876,Tasty Chinese Takeaway,tasty chinese takeaway,
3877,Tasty Dessert Shop,tasty dessert shop,
3878,Himalayan Monal,himalayan monal,
3879,Tashi Sushi,tashi sushi,
3880,Tash Grill,tash grill,
3881,Hot N Juicy Shrimp,hot n juicy shrimp,
3882,Tandoori Magic - The Flavour Factory,tandoori magic - the flavour factory,
3883,Cloughies Cob Stop,cloughies cob stop,
3884,PimmyZ Pizza,pimmyz pizza,
3885,Patri Express,patri express,
3886,Thai City,thai city,
3887,Patri Chai Coffee Chaat,patri chai coffee chaat,
3888,Patri Artisan Street Food and Drinks,patri artisan street food and drinks,
3889,Tag Elezz Pizza,tag elezz pizza,
3890,Patogh Restaurant,patogh restaurant,
3891,Thai Cottage,thai cottage,
3892,Hej Coffee,hej coffee,
3893,Thai Crystal,thai crystal,
3894,Chef Express Grill,chef express grill,
3895,Thai Delight,thai delight,
3896,I Cook U Eat,i cook u eat,
3897,Chef China,chef china,
3898,Hyderabadi Biryani,hyderabadi biryani,
3899,Chef Asia,chef asia,
3900,Thai Elephant Express,thai elephant express,
3901,Heidi's Wurst,heidi's wurst,
3902,Classic Fish Bar & Kebab House,classic fish bar & kebab house,
3903,Cheese Pizza,cheese pizza,
3904,Cheese & Churros,cheese & churros,
3905,Thai Halal,thai halal,
3906,I Am Chicken,i am chicken,
3907,Chef and Grill,chef and grill,
3908,Patri Wine Collection,patri wine collection,
3909,Pattersons,pattersons,
3910,Tai - South Thai Soul Food,tai - south thai soul food,
3911,City Fish Bar,city fish bar,
3912,Hemel Misya Cafe,hemel misya cafe,
3913,Paul's Fish and Chips,paul's fish and chips,
3914,Hungry Grill,hungry grill,
3915,Taj Grill,taj grill,
3916,Texantrio,texantrio,
3917,Hungry House,hungry house,
3918,City Kebab & Pizza,city kebab & pizza,
3919,Texas Grill,texas grill,
3920,Taj Cuisine,taj cuisine,
3921,City Kebabs,city kebabs,
3922,Chelo,chelo,
3923,Chelmsford Candy Company,chelmsford candy company,
3924,Hungry Panda,hungry panda,
3925,Taj Balti House,taj balti house,
3926,Hungrys,hungrys,
